Customer_ID,Age,Gender,Marital_Status,Account_Balance,Credit_Score,Tenure_Years,Num_Products,Has_Credit_Card,Is_Active_Member,Estimated_Salary,Num_Bank_Visits,Digital_Usage_Score,Customer_Segment,Churn
CUST01347,32,Female,Single,37487.68,338.0,21,2,0,0,87673.5,3,0.18,Private Banking,1
CUST01348,46,Male,Widowed,96041.18,573.0,0,2,0,1,105991.37,15,0.54,Private Banking,1
CUST01349,25,Female,Single,82225.67,560.0,14,4,0,1,66500.54,18,0.28,Mass Market,1
CUST01350,22,Female,Single,85540.9,471.0,2,1,0,0,70459.8,6,0.57,Private Banking,1
CUST01351,46,Female,Single,18047.23,779.0,20,4,0,0,57202.76,0,0.13,Affluent,1
CUST01352,64,Male,Widowed,27825.36,394.0,19,1,0,0,111732.85,15,0.23,Private Banking,1
CUST01353,21,Female,Divorced,29277.03,494.0,22,2,0,1,66694.38,1,0.81,Private Banking,0
CUST01354,29,Female,Single,27820.01,726.0,21,1,0,1,44793.13,0,0.41,Mass Market,0
CUST01355,62,Female,Married,85685.41,317.0,11,2,1,0,68022.07,13,0.67,Affluent,1
CUST01356,19,Male,Widowed,4156.59,670.0,18,4,0,0,130997.54,19,0.5,Mass Market,1
CUST01357,44,Male,Married,8533.9,749.0,15,3,0,1,115972.77,4,0.34,Private Banking,1
CUST01358,48,Female,Single,28117.57,813.0,26,3,0,1,63503.31,14,0.5,Affluent,0
CUST01359,68,Male,Married,20787.42,782.0,7,3,1,1,137885.17,9,0.81,Mass Market,0
CUST01360,68,Male,Single,23954.1,476.0,23,1,0,0,29728.24,1,0.28,Mass Market,1
CUST01361,53,Male,Widowed,79996.38,623.0,13,3,0,0,26467.99,10,0.42,Affluent,1
CUST01362,53,Female,Married,56749.53,343.0,17,1,1,0,36571.15,15,0.2,Mass Market,1
CUST01363,43,Female,Married,1571.3,442.0,22,3,1,0,35139.12,18,0.35,Mass Market,1
CUST01364,60,Male,Single,43502.95,352.0,29,1,1,1,31418.46,3,0.89,Mass Market,0
CUST01365,44,Male,Single,41380.61,473.0,0,1,0,1,105974.54,9,0.79,Private Banking,1
CUST01366,22,Male,Divorced,12280.58,781.0,1,2,0,0,98109.51,11,0.37,Mass Market,1
CUST01367,37,Female,Single,67938.04,491.0,23,2,0,0,104188.72,1,0.13,Private Banking,1
CUST01368,28,Female,Single,70507.62,609.0,11,4,0,0,109487.59,1,0.42,Mass Market,1
CUST01369,27,Male,Divorced,72368.43,538.0,16,2,1,0,118394.37,8,0.77,Mass Market,0
CUST01370,57,Male,Single,73118.62,552.0,1,1,1,0,46933.0,11,0.04,Mass Market,1
CUST01371,55,Male,Single,1005.23,833.0,27,2,0,0,100899.46,1,0.75,Mass Market,1
CUST01372,23,Male,Divorced,95438.16,463.0,16,2,1,0,95406.33,17,0.68,Affluent,1
CUST01373,25,Female,Widowed,81606.67,645.0,20,2,0,0,142675.8,15,0.06,Private Banking,0
CUST01374,40,Male,Widowed,90494.19,531.0,6,1,0,0,50207.8,18,0.64,Affluent,1
CUST01375,64,Female,Single,2548.69,334.0,5,1,0,0,27633.98,14,0.3,Affluent,1
CUST01376,43,Male,Single,93452.02,569.0,5,4,0,1,104954.36,15,0.18,Affluent,1
CUST01377,63,Male,Divorced,81169.06,747.0,21,2,1,1,116222.47,5,0.38,Affluent,0
CUST01378,60,Male,Divorced,83884.7,354.0,7,2,1,1,56815.48,14,0.21,Mass Market,1
CUST01379,29,Male,Widowed,10235.45,338.0,4,1,0,1,94210.3,11,0.82,Mass Market,1
CUST01380,43,Male,Married,74139.02,384.0,14,4,0,0,27739.69,11,0.74,Affluent,1
CUST01381,30,Female,Single,96031.75,720.0,25,4,1,1,144805.83,9,0.98,Affluent,0
CUST01382,57,Male,Married,68176.19,698.0,6,1,1,1,34290.25,14,0.53,Private Banking,1
CUST01383,35,Male,Married,57485.58,611.0,2,2,0,1,28784.17,3,0.09,Affluent,1
CUST01384,42,Male,Divorced,94617.34,558.0,24,4,1,1,25734.32,9,0.37,Mass Market,0
CUST01385,50,Female,Single,44850.78,789.0,9,4,1,1,75545.35,18,0.84,Private Banking,0
CUST01386,64,Female,Single,60330.06,722.0,2,2,1,0,32630.77,13,0.4,Affluent,1
CUST01387,57,Female,Divorced,48157.49,747.0,29,4,0,1,116804.27,9,0.46,Private Banking,1
CUST01388,60,Female,Married,93351.78,747.0,13,2,1,1,136853.64,16,0.41,Affluent,1
CUST01389,29,Male,Divorced,8532.39,653.0,21,4,1,0,53828.46,10,0.24,Private Banking,1
CUST01390,61,Male,Widowed,50610.85,552.0,2,4,1,1,101740.51,17,0.07,Private Banking,0
CUST01391,53,Male,Single,69008.29,776.0,0,1,1,0,25504.0,1,0.18,Mass Market,1
CUST01392,65,Female,Widowed,79398.75,809.0,0,4,1,1,70253.38,10,0.36,Private Banking,0
CUST01393,21,Male,Divorced,58718.85,313.0,18,2,0,0,58082.47,7,0.25,Affluent,1
CUST01394,22,Male,Single,90982.86,328.0,3,4,1,0,49720.48,18,0.57,Private Banking,1
CUST01395,73,Female,Widowed,94257.15,827.0,29,1,1,0,103814.05,15,0.61,Affluent,0
CUST01396,54,Female,Widowed,7367.6,452.0,1,4,1,1,36929.63,3,0.57,Affluent,1
CUST01397,25,Female,Married,40834.68,780.0,24,3,1,1,131892.37,13,0.08,Mass Market,0
CUST01398,59,Male,Single,3322.44,514.0,10,2,0,0,106428.67,16,0.67,Private Banking,1
CUST01399,66,Male,Widowed,33612.25,366.0,23,3,0,0,112395.57,10,0.38,Mass Market,1
CUST01400,45,Female,Widowed,54149.95,344.0,11,1,0,0,141594.76,2,0.88,Affluent,1
CUST01401,48,Male,Married,91168.7,386.0,12,3,1,0,142508.47,3,0.53,Private Banking,1
CUST01402,26,Female,Widowed,84808.88,437.0,15,4,1,0,91714.8,12,0.08,Private Banking,1
CUST01403,71,Female,Widowed,13622.47,569.0,15,2,0,0,84399.38,16,0.01,Affluent,0
CUST01404,68,Male,Widowed,10210.01,686.0,18,3,0,0,63599.61,19,0.7,Mass Market,1
CUST01405,46,Female,Married,59337.47,843.0,22,4,0,0,113024.31,19,0.4,Mass Market,1
CUST01406,31,Female,Widowed,53679.68,543.0,19,3,0,0,89967.16,9,0.29,Private Banking,1
CUST01407,57,Female,Widowed,27371.39,585.0,20,4,0,0,141273.76,11,0.45,Mass Market,1
CUST01408,58,Male,Single,90045.86,587.0,19,4,0,1,51021.37,7,0.07,Private Banking,1
CUST01409,39,Female,Single,92809.27,597.0,8,3,1,0,60332.85,2,0.39,Mass Market,1
CUST01410,28,Female,Married,40858.53,585.0,15,1,1,1,61091.76,9,0.31,Affluent,1
CUST01411,40,Female,Divorced,89139.95,305.0,26,2,0,0,124779.8,6,0.8,Affluent,1
CUST01412,18,Female,Single,39010.94,301.0,6,1,1,1,32875.24,9,0.17,Affluent,1
CUST01413,63,Female,Married,73944.87,354.0,12,3,1,0,79234.39,6,0.76,Private Banking,1
CUST01414,54,Female,Widowed,48118.28,356.0,3,4,0,1,75585.5,17,0.5,Private Banking,0
CUST01415,38,Female,Widowed,13135.73,688.0,12,3,0,0,29508.15,19,0.08,Affluent,0
CUST01416,43,Male,Married,92865.49,413.0,7,4,1,0,73403.61,13,0.97,Affluent,1
CUST01417,63,Male,Widowed,45955.56,792.0,1,4,1,0,86739.14,11,0.73,Mass Market,1
CUST01418,53,Female,Widowed,73714.22,811.0,6,1,1,1,28463.61,7,0.26,Affluent,1
CUST01419,71,Male,Divorced,37350.21,837.0,10,1,0,0,86282.08,6,0.58,Affluent,1
CUST01420,40,Male,Widowed,2869.21,816.0,16,3,1,0,144700.93,4,0.9,Affluent,0
CUST01421,74,Female,Single,10952.51,450.0,23,2,0,0,147258.86,0,0.93,Private Banking,1
CUST01422,18,Male,Widowed,50125.73,580.0,28,1,0,1,89118.37,14,0.73,Private Banking,0
CUST01423,71,Female,Married,69306.47,397.0,13,4,1,1,86962.6,8,0.73,Affluent,1
CUST01424,72,Female,Divorced,34138.8,743.0,27,3,0,0,57116.06,11,0.28,Mass Market,1
CUST01425,68,Female,Widowed,69853.36,789.0,29,3,0,0,149625.01,17,0.99,Mass Market,0
CUST01426,57,Female,Married,70164.92,768.0,12,2,0,1,55649.79,10,0.24,Affluent,0
CUST01427,32,Female,Single,70689.65,538.0,14,3,1,1,78877.17,9,0.09,Private Banking,1
CUST01428,38,Male,Widowed,49759.66,717.0,21,1,1,0,20381.43,9,0.98,Affluent,1
CUST01429,64,Female,Divorced,91573.73,354.0,27,4,1,0,65400.2,17,0.15,Mass Market,1
CUST01430,26,Male,Widowed,49430.46,322.0,20,3,0,0,29287.24,0,0.52,Private Banking,0
CUST01431,70,Female,Married,45576.25,714.0,24,3,1,1,116697.22,19,0.47,Private Banking,0
CUST01432,26,Female,Divorced,20738.7,534.0,8,4,0,1,92931.88,10,0.85,Private Banking,1
CUST01433,27,Female,Widowed,31457.85,848.0,2,3,1,0,94382.34,1,0.4,Affluent,1
CUST01434,69,Male,Single,5191.11,353.0,24,3,0,1,57246.47,10,0.5,Affluent,1
CUST01435,74,Female,Divorced,63719.99,771.0,12,2,1,1,125936.52,1,0.04,Affluent,1
CUST01436,70,Female,Single,25605.04,564.0,12,1,1,0,20425.22,8,0.21,Mass Market,1
CUST01437,43,Female,Married,31111.37,755.0,8,3,0,0,63368.15,0,0.83,Private Banking,1
CUST01438,58,Female,Widowed,77310.64,749.0,17,1,0,0,105734.67,5,0.48,Private Banking,1
CUST01439,52,Male,Single,33394.9,804.0,4,2,1,1,138029.93,1,0.23,Mass Market,1
CUST01440,69,Female,Married,24977.39,464.0,10,1,1,1,50500.07,14,0.37,Mass Market,1
CUST01441,42,Male,Widowed,17736.72,822.0,1,2,0,0,90343.01,0,0.29,Private Banking,1
CUST01442,43,Female,Married,77710.98,383.0,16,1,1,1,89938.88,17,0.56,Private Banking,1
CUST01443,28,Male,Single,13840.92,345.0,22,1,0,1,133642.67,3,0.05,Mass Market,1
CUST01444,55,Male,Married,45921.62,537.0,19,3,0,1,26567.2,12,0.22,Affluent,1
CUST01445,19,Female,Divorced,51186.08,756.0,20,1,0,1,75181.82,3,0.35,Affluent,0
CUST01446,24,Female,Widowed,69051.6,560.0,3,3,0,0,43720.54,14,0.93,Affluent,0
CUST01447,35,Male,Married,63695.06,756.0,21,3,0,1,22799.24,1,0.62,Mass Market,1
CUST01448,44,Female,Single,81261.35,701.0,26,1,0,0,39114.02,8,0.5,Private Banking,0
CUST01449,51,Female,Widowed,5430.39,415.0,17,3,0,1,146941.19,11,0.19,Mass Market,1
CUST01450,44,Female,Divorced,30347.63,822.0,23,1,0,0,47930.31,13,0.56,Affluent,1
CUST01451,34,Male,Widowed,28733.28,333.0,19,4,0,1,141554.0,19,0.93,Affluent,0
CUST01452,60,Female,Divorced,15455.67,794.0,7,3,0,0,46683.06,3,0.57,Affluent,1
CUST01453,61,Female,Widowed,29628.65,467.0,18,4,0,0,141068.38,14,0.16,Mass Market,1
CUST01454,68,Female,Married,31666.77,575.0,11,4,0,1,105100.72,3,1.0,Mass Market,0
CUST01455,71,Male,Married,52666.56,532.0,27,3,0,1,34718.42,4,0.5,Affluent,1
CUST01456,41,Female,Single,66706.74,395.0,10,2,0,0,95648.97,9,0.32,Affluent,1
CUST01457,42,Male,Divorced,38728.95,497.0,15,2,0,1,61406.82,11,0.5,Private Banking,1
CUST01458,24,Female,Single,72227.55,406.0,4,4,0,0,69809.91,11,0.26,Mass Market,1
CUST01459,69,Male,Married,34280.37,412.0,27,4,1,0,77222.22,7,0.03,Private Banking,1
CUST01460,23,Female,Divorced,29738.08,403.0,2,1,1,0,74951.91,3,0.89,Affluent,1
CUST01461,70,Female,Single,54577.62,569.0,11,4,0,0,106334.16,2,0.43,Affluent,1
CUST01462,41,Male,Single,3347.92,739.0,14,3,1,1,119887.85,0,0.75,Affluent,1
CUST01463,50,Male,Single,8899.12,613.0,15,2,1,1,62793.1,17,0.97,Private Banking,0
CUST01464,66,Male,Single,42378.98,791.0,12,2,1,1,140167.32,19,0.63,Mass Market,1
CUST01465,46,Female,Single,94348.36,650.0,6,2,0,1,142000.62,13,0.69,Mass Market,0
CUST01466,60,Female,Divorced,72429.67,679.0,14,3,0,1,25289.76,16,0.94,Private Banking,0
CUST01467,39,Female,Single,9724.53,667.0,2,1,0,0,21938.14,5,0.52,Mass Market,1
CUST01468,43,Female,Divorced,84785.48,547.0,11,3,1,1,75258.62,5,0.32,Private Banking,0
CUST01469,45,Male,Single,73497.78,679.0,7,3,1,1,96783.88,9,0.92,Private Banking,1
CUST01470,67,Female,Married,61483.71,338.0,24,2,0,1,56127.62,18,0.07,Mass Market,1
CUST01471,38,Female,Married,82209.0,773.0,28,3,1,0,53723.79,9,0.21,Mass Market,1
CUST01472,66,Female,Single,41006.87,728.0,11,4,1,1,108183.4,2,0.34,Private Banking,1
CUST01473,24,Female,Widowed,22928.6,435.0,17,3,0,1,98221.56,0,0.78,Mass Market,1
CUST01474,34,Female,Married,51690.32,722.0,2,2,1,1,41729.09,17,0.9,Mass Market,0
CUST01475,37,Female,Divorced,55335.33,307.0,11,2,1,1,134985.13,14,0.45,Private Banking,1
CUST01476,58,Female,Single,54294.31,419.0,28,3,0,1,108396.89,19,0.29,Affluent,0
CUST01477,66,Male,Divorced,56942.31,336.0,22,4,1,0,67134.91,3,0.35,Private Banking,0
CUST01478,37,Female,Widowed,94921.79,729.0,20,4,0,1,108871.21,17,0.66,Mass Market,1
CUST01479,71,Female,Single,90322.32,716.0,25,2,0,1,34644.9,9,0.16,Affluent,1
CUST01480,39,Female,Married,87695.99,747.0,22,4,0,1,80873.3,18,0.55,Mass Market,0
CUST01481,45,Female,Divorced,80340.26,302.0,1,4,0,0,41967.97,16,0.59,Private Banking,1
CUST01482,57,Male,Married,94399.38,576.0,13,1,0,1,25386.06,9,0.71,Private Banking,1
CUST01483,66,Male,Married,10750.97,688.0,13,1,0,1,63982.42,3,0.6,Private Banking,1
CUST01484,24,Male,Single,27247.2,385.0,3,4,0,0,39595.61,4,0.1,Affluent,1
CUST01485,18,Male,Divorced,50010.54,657.0,16,4,1,1,102357.33,6,0.69,Mass Market,0
CUST01486,49,Male,Widowed,84806.91,346.0,14,1,0,0,107628.83,18,0.02,Affluent,1
CUST01487,30,Male,Married,51011.41,400.0,15,1,1,1,39330.0,18,0.39,Private Banking,1
CUST01488,47,Female,Single,75055.44,562.0,4,1,1,0,23199.69,7,0.42,Mass Market,1
CUST01489,40,Male,Single,14757.03,659.0,23,2,0,0,123065.37,0,0.12,Private Banking,1
CUST01490,68,Male,Widowed,25988.97,380.0,16,2,1,0,20267.41,7,0.01,Mass Market,1
CUST01491,73,Female,Single,73445.83,402.0,22,1,0,0,64708.7,18,0.07,Affluent,1
CUST01492,36,Male,Married,17308.67,412.0,6,1,0,1,84295.83,16,0.45,Affluent,1
CUST01493,49,Female,Single,35784.24,431.0,22,1,0,0,126423.48,8,0.24,Affluent,1
CUST01494,47,Female,Divorced,27221.76,425.0,14,2,0,0,129012.62,19,0.07,Affluent,1
CUST01495,46,Male,Divorced,35636.31,517.0,16,2,0,1,114242.13,15,0.26,Mass Market,1
CUST01496,66,Female,Married,71124.08,660.0,11,4,0,1,52135.69,8,0.53,Mass Market,1
CUST01497,62,Male,Divorced,37416.87,541.0,10,3,1,0,113624.3,18,0.74,Affluent,0
CUST01498,46,Male,Widowed,55971.07,727.0,18,4,1,0,52050.1,15,0.41,Affluent,0
CUST01499,47,Female,Single,10893.26,696.0,10,3,1,1,47899.06,12,0.61,Mass Market,1
CUST01500,33,Female,Married,80696.75,370.0,1,3,1,0,91126.63,18,0.6,Private Banking,1
CUST01501,57,Male,Widowed,37618.97,327.0,14,3,1,1,108251.08,4,0.9,Affluent,0
CUST01502,36,Female,Single,65204.88,783.0,4,4,0,1,26896.73,1,0.18,Mass Market,1
CUST01503,35,Female,Widowed,72813.57,344.0,17,2,1,0,27802.94,3,0.48,Affluent,1
CUST01504,18,Male,Married,21756.43,382.0,28,2,0,1,121942.19,11,0.63,Mass Market,0
CUST01505,31,Male,Married,88582.82,312.0,29,2,0,1,131734.64,17,0.52,Affluent,0
CUST01506,68,Female,Widowed,62006.2,646.0,20,2,0,0,98577.32,2,0.45,Affluent,1
CUST01507,64,Male,Single,43443.79,620.0,20,4,0,1,75747.64,18,0.97,Private Banking,1
CUST01508,67,Male,Divorced,19051.18,843.0,15,1,0,1,129891.14,3,0.94,Private Banking,1
CUST01509,19,Male,Divorced,94287.79,788.0,3,3,0,0,114746.21,3,0.61,Private Banking,1
CUST01510,71,Male,Widowed,75751.75,526.0,26,2,0,1,95347.25,15,0.44,Private Banking,0
CUST01511,45,Male,Married,21594.43,504.0,22,2,1,1,61568.43,10,0.76,Affluent,0
CUST01512,66,Male,Single,34433.37,463.0,9,4,0,0,45739.36,12,0.51,Affluent,1
CUST01513,67,Male,Single,81157.75,384.0,21,3,0,1,74427.5,10,1.0,Private Banking,1
CUST01514,47,Female,Married,69872.09,376.0,1,2,1,1,57286.93,6,0.69,Private Banking,1
CUST01515,55,Male,Divorced,76812.64,373.0,14,1,1,1,64103.62,13,0.07,Affluent,1
CUST01516,68,Female,Single,44678.91,363.0,3,2,0,1,87032.04,3,0.4,Mass Market,1
CUST01517,21,Female,Widowed,71931.15,432.0,28,3,1,0,41982.21,7,0.73,Private Banking,0
CUST01518,18,Female,Divorced,39262.88,469.0,15,1,0,1,124802.97,11,0.84,Mass Market,0
CUST01519,25,Male,Widowed,21915.03,829.0,29,4,0,0,38918.83,12,0.81,Affluent,0
CUST01520,46,Male,Divorced,63635.03,618.0,26,1,0,1,82529.17,8,0.98,Mass Market,0
CUST01521,72,Female,Married,97625.38,843.0,6,3,0,0,116976.27,8,0.49,Private Banking,0
CUST01522,56,Male,Widowed,31749.5,505.0,24,3,1,1,83052.69,1,0.14,Private Banking,0
CUST01523,20,Female,Widowed,46635.99,552.0,24,1,1,0,66932.87,2,0.65,Private Banking,0
CUST01524,49,Male,Married,67726.14,479.0,11,2,1,0,81735.87,11,0.07,Private Banking,1
CUST01525,27,Male,Widowed,54609.12,401.0,2,3,0,1,130327.19,16,0.97,Private Banking,0
CUST01526,27,Female,Divorced,84499.35,379.0,16,1,0,1,148756.12,3,0.76,Affluent,1
CUST01527,36,Female,Single,76412.53,820.0,8,3,1,0,102048.63,13,0.98,Mass Market,0
CUST01528,63,Female,Single,6771.42,843.0,7,2,1,0,123147.73,8,0.38,Affluent,1
CUST01529,51,Male,Married,99843.7,325.0,22,2,0,0,21883.53,7,0.02,Affluent,1
CUST01530,50,Female,Divorced,75487.84,383.0,5,1,1,0,134447.37,0,0.52,Affluent,1
CUST01531,40,Male,Widowed,86526.43,533.0,29,4,1,0,144026.47,12,0.12,Mass Market,1
CUST01532,72,Male,Widowed,65468.57,402.0,14,4,0,0,94772.01,2,0.68,Mass Market,1
CUST01533,45,Male,Single,85772.23,500.0,9,2,1,1,117994.63,13,0.5,Affluent,1
CUST01534,49,Female,Widowed,12125.91,371.0,22,4,0,1,86656.82,18,0.75,Mass Market,1
CUST01535,67,Female,Single,35426.05,551.0,26,2,1,0,57206.49,5,0.29,Affluent,0
CUST01536,24,Female,Married,87765.67,449.0,24,4,1,0,130792.24,3,0.83,Affluent,0
CUST01537,46,Male,Widowed,20963.87,494.0,5,2,0,1,97588.77,19,0.65,Private Banking,1
CUST01538,25,Male,Divorced,8745.97,352.0,14,3,0,0,95319.8,0,0.99,Mass Market,1
CUST01539,18,Female,Widowed,79023.78,535.0,29,1,0,0,105687.19,9,0.18,Private Banking,1
CUST01540,74,Male,Single,83713.13,841.0,13,1,0,1,131280.41,12,0.05,Affluent,1
CUST01541,72,Male,Married,17102.57,481.0,25,4,0,1,115147.8,11,0.85,Affluent,0
CUST01542,20,Female,Single,85580.25,782.0,18,1,0,0,47446.15,10,0.34,Affluent,1
CUST01543,41,Female,Widowed,68990.01,764.0,12,4,1,1,80687.06,3,0.43,Private Banking,0
CUST01544,40,Female,Single,52488.19,824.0,13,2,1,0,147438.78,16,0.93,Private Banking,0
CUST01545,25,Male,Single,83194.77,735.0,2,3,0,1,92092.89,14,0.44,Affluent,1
CUST01546,71,Male,Married,42505.68,663.0,3,1,0,0,141971.9,2,0.3,Private Banking,1
CUST01547,74,Male,Divorced,20205.4,771.0,25,3,0,0,125738.03,9,0.06,Affluent,1
CUST01548,64,Male,Widowed,29200.41,342.0,28,1,1,0,106583.05,13,0.44,Affluent,0
CUST01549,54,Male,Married,51011.24,555.0,13,2,1,0,65417.48,18,0.65,Private Banking,1
CUST01550,20,Female,Divorced,53601.75,844.0,13,1,1,1,59561.52,3,0.27,Mass Market,1
CUST01551,68,Male,Single,80752.5,723.0,25,1,1,1,103644.74,13,0.72,Affluent,1
CUST01552,50,Male,Divorced,79343.92,829.0,7,2,0,1,76232.96,5,0.48,Affluent,1
CUST01553,45,Male,Single,58555.29,729.0,9,4,1,0,123837.97,11,0.86,Private Banking,1
CUST01554,64,Female,Single,78297.76,781.0,8,4,1,1,118859.38,1,0.16,Private Banking,1
CUST01555,25,Female,Married,19985.57,689.0,13,2,1,0,60576.96,16,0.76,Private Banking,0
CUST01556,51,Female,Single,5956.39,718.0,7,4,0,0,111354.74,0,0.93,Affluent,1
CUST01557,52,Male,Married,87489.75,588.0,10,1,1,1,84291.52,16,0.74,Mass Market,0
CUST01558,49,Female,Divorced,8479.89,808.0,9,3,0,1,62027.97,4,0.41,Mass Market,0
CUST01559,41,Female,Divorced,25422.15,754.0,17,2,1,0,73685.66,15,0.23,Mass Market,0
CUST01560,31,Female,Single,69836.58,764.0,3,1,1,0,136395.74,13,0.1,Affluent,1
CUST01561,49,Male,Married,41535.35,670.0,3,2,1,1,66737.3,19,0.64,Private Banking,1
CUST01562,73,Female,Single,87755.08,468.0,11,3,0,1,57361.91,9,0.14,Mass Market,1
CUST01563,63,Male,Married,30500.0,320.0,17,1,1,1,65734.94,2,0.84,Mass Market,0
CUST01564,60,Male,Married,2175.26,815.0,28,1,1,1,47900.4,2,0.96,Mass Market,0
CUST01565,33,Female,Married,30764.91,622.0,7,3,0,1,90802.55,17,0.14,Affluent,1
CUST01566,21,Male,Divorced,58229.43,464.0,2,3,1,0,39166.74,17,0.38,Private Banking,1
CUST01567,69,Female,Married,38217.9,382.0,17,4,1,0,126267.69,3,0.94,Private Banking,0
CUST01568,54,Male,Divorced,53952.4,756.0,6,1,1,0,49325.43,6,0.47,Private Banking,0
CUST01569,71,Female,Married,87783.21,760.0,0,3,1,1,97747.15,0,0.54,Private Banking,1
CUST01570,38,Female,Divorced,91336.02,748.0,21,3,1,0,36253.31,15,0.75,Mass Market,0
CUST01571,31,Female,Widowed,27331.43,655.0,12,1,0,1,147198.91,16,0.21,Private Banking,1
CUST01572,48,Male,Divorced,46751.91,501.0,28,4,1,1,79094.81,7,0.98,Mass Market,0
CUST01573,72,Female,Divorced,55365.26,467.0,2,2,1,1,126882.27,5,0.78,Affluent,1
CUST01574,65,Male,Single,94962.13,305.0,28,4,0,0,119924.22,1,0.16,Affluent,0
CUST01575,35,Female,Married,99863.11,758.0,2,3,0,0,112780.1,9,0.11,Affluent,1
CUST01576,24,Male,Widowed,24305.32,348.0,14,2,1,0,127557.43,16,0.93,Private Banking,1
CUST01577,27,Male,Single,72971.01,647.0,20,2,1,0,33060.27,18,0.69,Private Banking,1
CUST01578,24,Female,Married,38425.08,577.0,29,4,1,1,108204.64,3,0.04,Mass Market,0
CUST01579,50,Female,Widowed,1802.71,590.0,18,2,0,1,54557.54,12,0.14,Private Banking,1
CUST01580,40,Female,Widowed,1916.0,810.0,27,3,1,0,122163.32,18,0.05,Affluent,1
CUST01581,38,Female,Widowed,46596.03,317.0,3,1,0,0,144392.94,15,0.97,Private Banking,1
CUST01582,36,Female,Married,49345.16,725.0,12,1,0,1,137193.64,12,0.5,Mass Market,1
CUST01583,65,Male,Widowed,3234.4,329.0,12,1,0,0,34943.79,4,0.46,Affluent,1
CUST01584,36,Female,Widowed,69005.81,321.0,14,4,1,0,68041.81,11,0.96,Affluent,1
CUST01585,53,Female,Single,30106.34,536.0,18,1,1,1,67361.96,6,0.5,Mass Market,0
CUST01586,46,Male,Divorced,56429.42,335.0,15,1,1,0,35898.51,8,0.52,Affluent,1
CUST01587,35,Female,Married,30790.99,734.0,6,1,0,0,32756.39,4,0.98,Mass Market,1
CUST01588,19,Female,Divorced,17546.3,591.0,2,2,1,0,70035.72,3,0.11,Mass Market,1
CUST01589,18,Male,Single,41310.2,316.0,29,2,1,1,148969.3,9,0.99,Private Banking,0
CUST01590,64,Female,Divorced,23995.06,322.0,25,2,0,0,93962.54,15,0.17,Affluent,0
CUST01591,22,Female,Widowed,53945.3,637.0,19,3,0,0,100831.61,10,0.47,Private Banking,1
CUST01592,37,Female,Widowed,20684.02,743.0,1,3,0,1,81232.46,8,0.34,Private Banking,1
CUST01593,28,Male,Married,51332.19,541.0,17,3,0,1,106102.97,4,0.96,Mass Market,0
CUST01594,59,Female,Married,16580.47,605.0,24,1,0,1,144366.07,10,0.49,Mass Market,0
CUST01595,19,Male,Married,67426.5,740.0,10,2,1,1,96530.73,8,0.02,Private Banking,1
CUST01596,20,Female,Single,75639.83,636.0,0,3,0,1,28455.0,16,0.22,Mass Market,1
CUST01597,40,Male,Married,11929.03,424.0,15,4,1,1,84075.77,10,0.43,Affluent,1
CUST01598,72,Female,Single,47312.44,637.0,16,2,0,1,149057.67,5,0.68,Affluent,1
CUST01599,29,Male,Widowed,8016.3,646.0,15,1,1,0,70362.35,15,0.56,Private Banking,1
CUST01600,37,Male,Divorced,60220.06,704.0,9,2,1,1,97204.56,18,0.85,Affluent,1
CUST01601,22,Male,Widowed,27176.03,641.0,16,1,0,1,33862.78,13,0.83,Private Banking,0
CUST01602,54,Male,Widowed,53234.82,833.0,29,3,0,1,38353.46,2,0.59,Affluent,0
CUST01603,55,Male,Widowed,52228.64,409.0,2,1,1,0,133708.59,9,0.57,Mass Market,1
CUST01604,47,Male,Married,92511.08,823.0,17,1,0,0,59044.8,3,0.28,Affluent,1
CUST01605,26,Female,Married,55359.24,596.0,18,4,0,1,59708.67,1,0.96,Mass Market,1
CUST01606,51,Female,Married,58716.85,670.0,13,2,0,1,70337.69,12,0.08,Private Banking,0
CUST01607,70,Male,Divorced,40763.66,355.0,20,1,0,1,145642.23,10,0.4,Affluent,1
CUST01608,61,Male,Married,94958.88,509.0,24,4,0,0,30970.76,11,0.66,Mass Market,1
CUST01609,52,Male,Single,77941.41,723.0,1,4,0,1,126439.33,0,0.95,Mass Market,1
CUST01610,69,Male,Widowed,29255.12,689.0,11,4,0,0,64402.52,8,0.5,Private Banking,1
CUST01611,39,Female,Divorced,84576.75,322.0,10,3,0,0,130430.84,11,0.9,Private Banking,1
CUST01612,61,Male,Divorced,43807.24,601.0,29,3,1,1,148928.23,6,0.1,Affluent,1
CUST01613,41,Female,Divorced,83038.05,349.0,16,1,1,0,65326.76,16,0.53,Affluent,1
CUST01614,34,Female,Divorced,82465.92,848.0,26,2,0,1,36816.33,9,0.32,Affluent,1
CUST01615,27,Male,Divorced,19698.15,794.0,5,3,0,0,38768.81,5,0.8,Mass Market,1
CUST01616,47,Male,Single,70412.97,312.0,18,3,1,0,118636.32,6,0.44,Private Banking,1
CUST01617,73,Female,Widowed,29773.65,772.0,12,1,0,0,38839.8,18,0.48,Affluent,1
CUST01618,63,Female,Divorced,30451.77,806.0,6,1,0,1,53854.8,13,0.06,Affluent,1
CUST01619,40,Male,Widowed,30338.46,494.0,21,3,0,0,46571.78,10,0.44,Mass Market,1
CUST01620,49,Male,Married,72831.26,696.0,10,1,0,0,66238.21,1,0.08,Affluent,1
